phase,model,model_slug,question_id,question_title,contest_date,platform,difficulty,samples,correct_samples,questions_with_any_correct_sample,pass_at_1,pass_at_5,generation_duration_seconds
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,2837,minimum-operations-to-make-the-integer-zero,2023-06-25T00:00:00,leetcode,medium,1,0,0,0.0,,22.476246108999476
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,2839,maximum-sum-queries,2023-06-11T00:00:00,leetcode,hard,1,0,0,0.0,,45.74627746099941
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,2844,sum-of-squares-of-special-elements,2023-07-16T00:00:00,leetcode,easy,1,1,1,1.0,,2.1253419349995966
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,2845,find-the-value-of-the-partition,2023-06-18T00:00:00,leetcode,medium,1,1,1,1.0,,15.465538177999406
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,2847,find-maximum-number-of-string-pairs,2023-06-24T00:00:00,leetcode,easy,1,1,1,1.0,,3.0063099100007094
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,2848,special-permutations,2023-06-18T00:00:00,leetcode,medium,1,1,1,1.0,,21.29444933599916
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,2849,sum-of-imbalance-numbers-of-all-subarrays,2023-07-02T00:00:00,leetcode,hard,1,0,0,0.0,,12.427003528999194
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,2850,construct-the-longest-new-string,2023-06-24T00:00:00,leetcode,medium,1,0,0,0.0,,31.421945844998845
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,2854,decremental-string-concatenation,2023-06-24T00:00:00,leetcode,medium,1,0,0,0.0,,25.257094947999576
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,2855,maximum-number-of-jumps-to-reach-the-last-index,2023-07-09T00:00:00,leetcode,medium,1,1,1,1.0,,4.712014495000403
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,2856,count-complete-subarrays-in-an-array,2023-07-30T00:00:00,leetcode,medium,1,1,1,1.0,,8.193628015000286
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,2857,total-distance-traveled,2023-06-18T00:00:00,leetcode,easy,1,0,0,0.0,,3.0343839849992946
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,2866,longest-even-odd-subarray-with-threshold,2023-07-02T00:00:00,leetcode,easy,1,1,1,1.0,,3.7861707560005016
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,2867,ways-to-split-array-into-good-subarrays,2023-06-25T00:00:00,leetcode,medium,1,1,1,1.0,,14.9443283469991
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,2868,continuous-subarrays,2023-07-02T00:00:00,leetcode,medium,1,1,1,1.0,,21.7167987849989
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,2869,longest-non-decreasing-subarray-from-two-arrays,2023-07-09T00:00:00,leetcode,medium,1,1,1,1.0,,23.38242329499917
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,2870,longest-alternating-subarray,2023-07-08T00:00:00,leetcode,easy,1,0,0,0.0,,4.148369828000796
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,2872,largest-element-in-an-array-after-merge-operations,2023-07-23T00:00:00,leetcode,medium,1,0,0,0.0,,11.647144276999825
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,2873,prime-pairs-with-target-sum,2023-07-02T00:00:00,leetcode,medium,1,1,1,1.0,,13.961870798999371
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,2876,number-of-employees-who-met-the-target,2023-07-30T00:00:00,leetcode,easy,1,1,1,1.0,,1.6721598059993994
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,2877,shortest-string-that-contains-three-strings,2023-07-30T00:00:00,leetcode,medium,1,1,1,1.0,,21.175540091000585
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,2878,apply-operations-to-make-all-array-elements-equal-to-zero,2023-07-09T00:00:00,leetcode,medium,1,1,1,1.0,,17.1924704310004
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,2879,minimum-changes-to-make-k-semi-palindromes,2023-10-22T00:00:00,leetcode,hard,1,1,1,1.0,,26.018904170001406
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,2881,split-strings-by-separator,2023-07-23T00:00:00,leetcode,easy,1,1,1,1.0,,2.115468318999774
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,2882,ways-to-express-an-integer-as-sum-of-powers,2023-07-22T00:00:00,leetcode,medium,1,0,0,0.0,,16.965103638000073
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,2883,partition-string-into-minimum-beautiful-substrings,2023-07-08T00:00:00,leetcode,medium,1,1,1,1.0,,23.194950592998794
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,2884,length-of-the-longest-valid-substring,2023-07-16T00:00:00,leetcode,hard,1,1,1,1.0,,37.15546021799855
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,2886,faulty-keyboard,2023-08-06T00:00:00,leetcode,easy,1,1,1,1.0,,1.6615004600007524
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,2887,sort-vowels-in-a-string,2023-07-22T00:00:00,leetcode,medium,1,1,1,1.0,,3.224195728000268
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,2888,minimum-index-of-a-valid-split,2023-07-16T00:00:00,leetcode,medium,1,1,1,1.0,,16.966511341001024
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,2891,maximum-beauty-of-an-array-after-applying-operation,2023-07-16T00:00:00,leetcode,medium,1,0,0,0.0,,15.681323508999412
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,2892,check-if-array-is-good,2023-07-22T00:00:00,leetcode,easy,1,1,1,1.0,,5.08993143799853
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,2893,visit-array-positions-to-maximize-score,2023-07-22T00:00:00,leetcode,medium,1,0,0,0.0,,24.13733517199944
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,2902,max-pair-sum-in-an-array,2023-08-13T00:00:00,leetcode,easy,1,1,1,1.0,,4.047400397001184
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,2915,count-of-interesting-subarrays,2023-09-03T00:00:00,leetcode,medium,1,0,0,0.0,,25.375342818000718
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,2916,check-if-it-is-possible-to-split-array,2023-08-06T00:00:00,leetcode,medium,1,0,0,0.0,,45.70018769700073
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,2917,count-pairs-whose-sum-is-less-than-target,2023-08-19T00:00:00,leetcode,easy,1,1,1,1.0,,2.292975235000995
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,2919,maximum-number-of-groups-with-increasing-length,2023-07-23T00:00:00,leetcode,hard,1,0,0,0.0,,25.203877101001126
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,2920,minimum-seconds-to-equalize-a-circular-array,2023-08-05T00:00:00,leetcode,medium,1,0,0,0.0,,22.22543964900069
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,2921,count-stepping-numbers-in-range,2023-07-30T00:00:00,leetcode,hard,1,0,0,0.0,,16.742467406998912
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,2952,minimum-time-to-make-array-sum-at-most-x,2023-08-05T00:00:00,leetcode,hard,1,0,0,0.0,,36.472144167000806
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,2953,count-pairs-of-points-with-distance-k,2023-09-16T00:00:00,leetcode,medium,1,1,1,1.0,,13.236588675999883
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,2954,maximum-sum-of-almost-unique-subarray,2023-09-02T00:00:00,leetcode,medium,1,1,1,1.0,,4.895998609999879
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,2955,account-balance-after-rounded-purchase,2023-08-05T00:00:00,leetcode,easy,1,1,1,1.0,,1.4419071149986848
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,2977,check-if-a-string-is-an-acronym-of-words,2023-08-20T00:00:00,leetcode,easy,1,1,1,1.0,,2.0890557729999273
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,2979,maximize-the-profit-as-the-salesman,2023-08-20T00:00:00,leetcode,medium,1,0,0,0.0,,14.652743427999667
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,2998,count-symmetric-integers,2023-09-03T00:00:00,leetcode,easy,1,1,1,1.0,,3.0666317799987155
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,2999,check-if-strings-can-be-made-equal-with-operations-i,2023-09-02T00:00:00,leetcode,easy,1,1,1,1.0,,12.810407801998736
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,3000,minimum-absolute-difference-between-elements-with-constraint,2023-08-13T00:00:00,leetcode,medium,1,0,0,0.0,,44.63096256799872
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,3017,number-of-beautiful-integers-in-the-range,2023-08-19T00:00:00,leetcode,hard,1,0,0,0.0,,3.455738470000142
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,3018,make-string-a-subsequence-using-cyclic-increments,2023-08-19T00:00:00,leetcode,medium,1,1,1,1.0,,45.28792691700073
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,3019,furthest-point-from-origin,2023-08-27T00:00:00,leetcode,easy,1,1,1,1.0,,14.996517203000622
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,3024,string-transformation,2023-09-10T00:00:00,leetcode,hard,1,0,0,0.0,,45.86155075200077
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,3025,minimum-operations-to-form-subsequence-with-target-sum,2023-08-27T00:00:00,leetcode,hard,1,0,0,0.0,,46.138752747998296
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,3026,find-the-minimum-possible-sum-of-a-beautiful-array,2023-08-26T19:30:00,leetcode,medium,1,0,0,0.0,,21.896014936000938
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,3031,construct-product-matrix,2023-10-15T00:00:00,leetcode,medium,1,0,0,0.0,,44.703462704999765
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,3032,maximize-value-of-function-in-a-ball-passing-game,2023-08-27T00:00:00,leetcode,hard,1,0,0,0.0,,44.18985527100085
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,3033,apply-operations-to-make-two-strings-equal,2023-10-08T00:00:00,leetcode,medium,1,0,0,0.0,,36.29391215299984
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,3034,points-that-intersect-with-cars,2023-09-10T00:00:00,leetcode,easy,1,1,1,1.0,,14.319088835000002
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,3044,minimum-operations-to-collect-elements,2023-09-30T00:00:00,leetcode,easy,1,1,1,1.0,,15.610014932000922
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,3045,minimum-right-shifts-to-sort-the-array,2023-09-16T00:00:00,leetcode,easy,1,0,0,0.0,,4.656021005999719
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,3046,minimum-operations-to-make-a-special-number,2023-09-03T00:00:00,leetcode,medium,1,0,0,0.0,,19.9120331719987
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,3047,maximum-element-sum-of-a-complete-subset-of-indices,2023-09-17T00:00:00,leetcode,hard,1,0,0,0.0,,20.698283622999952
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,3055,maximum-odd-binary-number,2023-09-24T00:00:00,leetcode,easy,1,1,1,1.0,,12.802124304000245
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,3080,split-array-into-maximum-number-of-subarrays,2023-09-30T00:00:00,leetcode,medium,1,1,1,1.0,,18.21684349499992
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,3081,minimum-array-length-after-pair-removals,2023-09-16T00:00:00,leetcode,medium,1,0,0,0.0,,16.49044295800013
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,3091,count-of-sub-multisets-with-bounded-sum,2023-10-14T00:00:00,leetcode,hard,1,0,0,0.0,,44.402322924001055
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,3093,sum-of-values-at-indices-with-k-set-bits,2023-09-17T00:00:00,leetcode,easy,1,1,1,1.0,,1.6967075249995105
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,3094,minimum-number-of-operations-to-make-array-empty,2023-09-30T00:00:00,leetcode,medium,1,0,0,0.0,,14.441056159999789
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,3104,happy-students,2023-09-17T00:00:00,leetcode,medium,1,0,0,0.0,,44.238477979999516
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,3106,length-of-the-longest-subsequence-that-sums-to-target,2023-10-28T00:00:00,leetcode,medium,1,1,1,1.0,,16.908114935000413
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,3114,beautiful-towers-i,2023-09-24T00:00:00,leetcode,medium,1,0,0,0.0,,44.19613054599904
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,3141,minimum-size-subarray-in-infinite-array,2023-10-01T00:00:00,leetcode,medium,1,0,0,0.0,,44.30726228899948
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,3150,shortest-and-lexicographically-smallest-beautiful-string,2023-10-15T00:00:00,leetcode,medium,1,1,1,1.0,,4.634201418000885
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,3151,minimum-processing-time,2023-10-08T00:00:00,leetcode,medium,1,1,1,1.0,,12.58181238799989
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,3153,apply-operations-on-array-to-maximize-sum-of-squares,2023-10-08T00:00:00,leetcode,hard,1,0,0,0.0,,15.15374576999966
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,3154,maximum-value-of-an-ordered-triplet-i,2023-10-01T00:00:00,leetcode,easy,1,1,1,1.0,,21.456992280000122
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,3163,subarrays-distinct-element-sum-of-squares-i,2023-10-28T00:00:00,leetcode,easy,1,1,1,1.0,,41.778433843999665
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,3164,last-visited-integers,2023-10-14T00:00:00,leetcode,easy,1,1,1,1.0,,2.8900551650003763
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,3166,minimum-number-of-groups-to-create-a-valid-assignment,2023-10-22T00:00:00,leetcode,medium,1,0,0,0.0,,44.755055937999714
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,3171,minimum-equal-sum-of-two-arrays-after-replacing-zeros,2023-10-29T00:00:00,leetcode,medium,1,0,0,0.0,,5.718107000999225
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,3172,divisible-and-non-divisible-sums-difference,2023-10-08T00:00:00,leetcode,easy,1,1,1,1.0,,2.2040692099999433
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,3174,minimum-number-of-changes-to-make-binary-string-beautiful,2023-10-28T00:00:00,leetcode,medium,1,1,1,1.0,,21.737983289000113
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,3176,minimum-sum-of-mountain-triplets-i,2023-10-22T00:00:00,leetcode,easy,1,1,1,1.0,,4.579849797999486
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,3183,find-the-k-or-of-an-array,2023-10-29T00:00:00,leetcode,easy,1,1,1,1.0,,2.455948841999998
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,3184,maximum-balanced-subsequence-sum,2023-11-05T00:00:00,leetcode,hard,1,0,0,0.0,,45.08279543500066
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,3188,find-champion-i,2023-11-05T00:00:00,leetcode,easy,1,1,1,1.0,,12.79873577500075
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,3190,minimum-operations-to-maximize-last-elements-in-arrays,2023-11-12T00:00:00,leetcode,medium,1,0,0,0.0,,45.500177429999894
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,3192,maximum-xor-product,2023-11-18T00:00:00,leetcode,medium,1,0,0,0.0,,19.426020067001446
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,3193,maximum-strong-pair-xor-i,2023-11-12T00:00:00,leetcode,easy,1,1,1,1.0,,2.9089985249993333
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,3194,find-words-containing-character,2023-11-25T00:00:00,leetcode,easy,1,1,1,1.0,,1.6248603959993488
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,3195,separate-black-and-white-balls,2023-11-18T00:00:00,leetcode,medium,1,0,0,0.0,,15.558371836999868
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,3196,apply-operations-to-maximize-frequency-score,2023-12-16T00:00:00,leetcode,hard,1,0,0,0.0,,20.34206379599891
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,3199,distribute-candies-among-children-i,2023-11-11T00:00:00,leetcode,easy,1,1,1,1.0,,10.941862069999843
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,3200,number-of-strings-which-can-be-rearranged-to-contain-substring,2023-11-11T00:00:00,leetcode,medium,1,1,1,1.0,,45.094886244998634
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,3203,palindrome-rearrangement-queries,2023-12-30T00:00:00,leetcode,hard,1,0,0,0.0,,45.21772427099859
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,3206,find-common-elements-between-two-arrays,2023-12-09T00:00:00,leetcode,easy,1,1,1,1.0,,3.7439329749995522
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,3207,make-three-strings-equal,2023-11-18T00:00:00,leetcode,easy,1,1,1,1.0,,4.1618098439994355
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,3209,minimum-number-of-coins-for-fruits,2023-11-25T00:00:00,leetcode,medium,1,0,0,0.0,,45.24591308900017
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,3210,count-beautiful-substrings-i,2023-11-25T00:00:00,leetcode,medium,1,1,1,1.0,,3.4008724649993383
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,3211,find-maximum-non-decreasing-array-length,2023-11-25T00:00:00,leetcode,hard,1,0,0,0.0,,40.78357497200159
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,3212,count-the-number-of-good-partitions,2023-12-09T00:00:00,leetcode,hard,1,0,0,0.0,,45.741777463999824
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,3213,count-subarrays-where-max-element-appears-at-least-k-times,2023-12-09T00:00:00,leetcode,medium,1,1,1,1.0,,15.391797043001134
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,3219,make-lexicographically-smallest-array-by-swapping-elements,2023-11-25T00:00:00,leetcode,medium,1,0,0,0.0,,22.950252196000292
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,3220,count-tested-devices-after-test-operations,2023-12-09T00:00:00,leetcode,easy,1,1,1,1.0,,2.625844231000883
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,3221,find-the-peaks,2023-12-02T00:00:00,leetcode,easy,1,1,1,1.0,,2.0926797989995976
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,3223,count-complete-substrings,2023-12-02T00:00:00,leetcode,hard,1,0,0,0.0,,45.61138789400138
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,3224,count-the-number-of-infection-sequences,2023-12-02T00:00:00,leetcode,hard,1,0,0,0.0,,35.61676840800101
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,3225,length-of-longest-subarray-with-at-most-k-frequency,2023-12-09T00:00:00,leetcode,medium,1,1,1,1.0,,16.692363263000516
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,3226,minimum-number-game,2023-12-23T00:00:00,leetcode,easy,1,1,1,1.0,,3.128595927999413
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,3227,find-missing-and-repeated-values,2023-12-16T00:00:00,leetcode,easy,1,1,1,1.0,,16.865068981998775
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,3228,maximum-size-of-a-set-after-removals,2024-01-06T00:00:00,leetcode,medium,1,0,0,0.0,,45.977642175001165
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,3229,minimum-cost-to-make-array-equalindromic,2023-12-16T00:00:00,leetcode,medium,1,0,0,0.0,,46.284835714999645
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,3230,remove-adjacent-almost-equal-characters,2023-12-09T00:00:00,leetcode,medium,1,1,1,1.0,,18.265872107000177
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,3231,minimum-number-of-coins-to-be-added,2023-12-02T00:00:00,leetcode,medium,1,0,0,0.0,,19.58209280200026
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,3233,maximize-the-number-of-partitions-after-operations,2024-01-06T00:00:00,leetcode,hard,1,0,0,0.0,,45.625964963001024
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,3234,double-modular-exponentiation,2023-12-09T00:00:00,leetcode,medium,1,1,1,1.0,,3.1911220099991624
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,3235,minimum-cost-to-convert-string-i,2023-12-23T00:00:00,leetcode,medium,1,1,1,1.0,,21.279698113999984
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,3236,smallest-missing-integer-greater-than-sequential-prefix-sum,2024-01-06T00:00:00,leetcode,easy,1,0,0,0.0,,3.318737305000468
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,3239,minimum-number-of-operations-to-make-x-and-y-equal,2024-01-06T00:00:00,leetcode,medium,1,1,1,1.0,,20.902346824999768
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,3240,maximum-number-that-sum-of-the-prices-is-less-than-or-equal-to-k,2024-01-13T00:00:00,leetcode,medium,1,0,0,0.0,,45.866169041999456
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,3242,count-elements-with-maximum-frequency,2024-01-13T00:00:00,leetcode,easy,1,1,1,1.0,,2.228774032999354
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,3243,count-the-number-of-powerful-integers,2024-01-06T00:00:00,leetcode,hard,1,0,0,0.0,,22.10804670499965
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,3244,minimize-length-of-array-using-operations,2024-01-20T00:00:00,leetcode,medium,1,0,0,0.0,,19.02763238100124
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,3245,find-beautiful-indices-in-the-given-array-i,2024-01-13T00:00:00,leetcode,medium,1,1,1,1.0,,7.443922426000427
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,3246,check-if-bitwise-or-has-trailing-zeros,2023-12-30T00:00:00,leetcode,easy,1,0,0,0.0,,14.545902583000498
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,3249,minimum-number-of-operations-to-make-array-xor-equal-to-k,2024-01-06T00:00:00,leetcode,medium,1,0,0,0.0,,17.53794751299938
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,3251,maximum-area-of-longest-diagonal-rectangle,2024-01-06T00:00:00,leetcode,easy,1,1,1,1.0,,3.1634476559993345
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,3252,count-the-number-of-incremovable-subarrays-i,2023-12-23T00:00:00,leetcode,easy,1,1,1,1.0,,18.980582211999717
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,3261,minimize-or-of-remaining-elements-using-operations,2024-01-27T00:00:00,leetcode,hard,1,0,0,0.0,,23.640980952000973
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,3262,find-polygon-with-the-largest-perimeter,2023-12-23T00:00:00,leetcode,medium,1,0,0,0.0,,13.529416695000691
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,3263,divide-an-array-into-subarrays-with-minimum-cost-i,2024-01-20T00:00:00,leetcode,easy,1,1,1,1.0,,14.786523435001072
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,3264,maximum-points-after-enemy-battles,2024-07-06T00:00:00,leetcode,medium,1,0,0,0.0,,13.641663174001224
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,3265,maximum-good-subarray-sum,2024-02-03T00:00:00,leetcode,medium,1,0,0,0.0,,18.242330056000355
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,3267,find-longest-special-substring-that-occurs-thrice-i,2023-12-30T00:00:00,leetcode,medium,1,1,1,1.0,,14.1385881719998
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,3269,number-of-subarrays-that-match-a-pattern-i,2024-02-10T00:00:00,leetcode,medium,1,1,1,1.0,,4.460503620999589
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,3279,alice-and-bob-playing-flower-game,2024-01-27T00:00:00,leetcode,medium,1,1,1,1.0,,19.334050774999923
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,3291,find-if-array-can-be-sorted,2024-01-20T00:00:00,leetcode,medium,1,0,0,0.0,,15.657608998999422
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,3292,earliest-second-to-mark-indices-i,2024-02-24T00:00:00,leetcode,medium,1,0,0,0.0,,45.93127962899962
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,3297,minimum-time-to-revert-word-to-initial-state-i,2024-02-03T00:00:00,leetcode,medium,1,0,0,0.0,,15.091641126999093
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,3298,maximize-consecutive-elements-in-an-array-after-modification,2024-02-17T00:00:00,leetcode,hard,1,0,0,0.0,,45.89196095599982
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,3299,find-the-maximum-number-of-elements-in-subset,2024-01-27T00:00:00,leetcode,medium,1,0,0,0.0,,46.0111254479998
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,3306,mark-elements-on-array-by-performing-queries,2024-03-16T00:00:00,leetcode,medium,1,1,1,1.0,,17.43782241900044
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,3308,apply-operations-to-make-string-empty,2024-02-17T00:00:00,leetcode,medium,1,0,0,0.0,,11.29040831400016
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,3309,count-prefix-and-suffix-pairs-i,2024-02-17T00:00:00,leetcode,easy,1,1,1,1.0,,3.6488053840002976
benchmark,ollama/devstral-small-2:latest,ollama_devstral-small-2_latest,3311,ant-on-the-boundary,2024-02-03T00:00:00,leetcode,easy,1,1,1,1.0,,1.7875744100001612
